0 	 5000.000000000000
1 	 2551.020408163266
2 	 2157.632205610901
3 	 1938.032042161625
4 	 1791.957926608444
5 	 1685.694786880294
6 	 1603.992755629543
7 	 1538.749658300023
8 	 1485.189928127034
9 	 1440.284646367636
10 	 1402.004437298834
11 	 1368.930319821433
12 	 1340.035546286191
13 	 1314.555993213482
14 	 1291.909449247656
15 	 1271.643352685533
16 	 1253.399817945124
17 	 1236.891562936252
18 	 1221.884930442393
19 	 1208.187654644194
20 	 1195.639879022778
21 	 1184.107450092888
22 	 1173.476834659283
23 	 1163.651215153541
24 	 1154.547453064180
25 	 1146.093701019768
26 	 1138.227505752806
27 	 1130.894286891856
28 	 1124.046106585761
29 	 1117.640666414022
30 	 1111.640483547878
31 	 1106.012209478690
32 	 1100.726063032869
33 	 1095.755355677149
34 	 1091.076091864522
35 	 1086.666630788723
36 	 1082.507398695856
37 	 1078.580643056379
38 	 1074.870221582720
39 	 1071.361420400315
40 	 1068.040796726579
41 	 1064.896042246122
42 	 1061.915864038569
43 	 1059.089880453758
44 	 1056.408529765256
45 	 1053.862989788393
46 	 1051.445106939669
47 	 1049.147333453421
48 	 1046.962671668979
49 	 1044.884624465237
50 	 1042.907151055835
51 	 1041.024627472105
52 	 1039.231811156493
53 	 1037.523809169680
54 	 1035.896049582622
55 	 1034.344255682377
56 	 1032.864422669592
57 	 1031.452796567381
58 	 1030.105855097030
59 	 1028.820290306705
60 	 1027.592992765701
61 	 1026.421037159550
62 	 1025.301669140983
63 	 1024.232293308798
64 	 1023.210462201523
65 	 1022.233866205638
66 	 1021.300324289440
67 	 1020.407775483409
68 	 1019.554271036641
69 	 1018.737967186453
70 	 1017.957118484940
71 	 1017.210071632157
72 	 1016.495259770785
73 	 1015.811197201729
74 	 1015.156474484182
75 	 1014.529753887291
76 	 1013.929765163770
77 	 1013.355301618694
78 	 1012.805216449227
79 	 1012.278419333343
80 	 1011.773873247616
81 	 1011.290591496023
82 	 1010.827634933281
83 	 1010.384109367780
84 	 1009.959163130442
85 	 1009.551984797072
86 	 1009.161801052810
87 	 1008.787874688294
88 	 1008.429502717991
89 	 1008.086014611980
90 	 1007.756770633167
91 	 1007.441160272571
92 	 1007.138600775933
93 	 1006.848535755398
94 	 1006.570433880558
95 	 1006.303787643556
96 	 1006.048112193369
97 	 1005.802944234781
98 	 1005.567840987851
99 	 1005.342379204042
100 	 1005.126154235428
101 	 1004.918779153675
102 	 1004.719883915710
103 	 1004.529114573248
104 	 1004.346132523507
105 	 1004.170613798651
106 	 1004.002248391678
107 	 1003.840739616597
108 	 1003.685803500916
109 	 1003.537168208580
110 	 1003.394573491623
111 	 1003.257770168903
112 	 1003.126519630430
113 	 1003.000593365841
114 	 1002.879772515718
115 	 1002.763847444484
116 	 1002.652617333736
117 	 1002.545889794903
118 	 1002.443480500204
119 	 1002.345212830959
120 	 1002.250917542327
121 	 1002.160432443627
122 	 1002.073602093452
123 	 1001.990277508795
124 	 1001.910315887508
125 	 1001.833580343396
126 	 1001.759939653339
127 	 1001.689268015820
128 	 1001.621444820321
129 	 1001.556354427040
130 	 1001.493885956435
131 	 1001.433933088110
132 	 1001.376393868608
133 	 1001.321170527674
134 	 1001.268169302593
135 	 1001.217300270221
136 	 1001.168477186337
137 	 1001.121617331997
138 	 1001.076641366538
139 	 1001.033473186948
140 	 1000.992039793289
141 	 1000.952271159916
142 	 1000.914100112209
143 	 1000.877462208578
144 	 1000.842295627509
145 	 1000.808541059407
146 	 1000.776141603035
147 	 1000.745042666339
148 	 1000.715191871469
149 	 1000.686538963798
150 	 1000.659035724779
151 	 1000.632635888459
152 	 1000.607295061493
153 	 1000.582970646511
154 	 1000.559621768680
155 	 1000.537209205335
156 	 1000.515695318543
157 	 1000.495043990461
158 	 1000.475220561389
159 	 1000.456191770384
160 	 1000.437925698342
161 	 1000.420391713418
162 	 1000.403560418717
163 	 1000.387403602133
164 	 1000.371894188253
165 	 1000.357006192249
166 	 1000.342714675653
167 	 1000.328995703961
168 	 1000.315826305965
169 	 1000.303184434757
170 	 1000.291048930329
171 	 1000.279399483701
172 	 1000.268216602520
173 	 1000.257481578052
174 	 1000.247176453537
175 	 1000.237283993820
176 	 1000.227787656227
177 	 1000.218671562623
178 	 1000.209920472608
179 	 1000.201519757804
180 	 1000.193455377185
181 	 1000.185713853407
182 	 1000.178282250103
183 	 1000.171148150091
184 	 1000.164299634479
185 	 1000.157725262601
186 	 1000.151414052773
187 	 1000.145355463830
188 	 1000.139539377406
189 	 1000.133956080932
190 	 1000.128596251318
191 	 1000.123450939300
192 	 1000.118511554417
193 	 1000.113769850589
194 	 1000.109217912288
195 	 1000.104848141254
196 	 1000.100653243760
197 	 1000.096626218377
198 	 1000.092760344244
199 	 1000.089049169803
200 	 1000.085486501989
201 	 1000.082066395859
202 	 1000.078783144636
203 	 1000.075631270149
204 	 1000.072605513668
205 	 1000.069700827098
206 	 1000.066912364534
207 	 1000.064235474149
208 	 1000.061665690415
209 	 1000.059198726633
210 	 1000.056830467762
211 	 1000.054556963538
212 	 1000.052374421870
213 	 1000.050279202500
214 	 1000.048267810919
215 	 1000.046336892525
216 	 1000.044483227015
217 	 1000.042703723009
218 	 1000.040995412878
219 	 1000.039355447793
220 	 1000.037781092960
221 	 1000.036269723056
222 	 1000.034818817842
223 	 1000.033425957955
224 	 1000.032088820866
225 	 1000.030805177005
226 	 1000.029572886036
227 	 1000.028389893282
228 	 1000.027254226301
229 	 1000.026163991585
230 	 1000.025117371406
231 	 1000.024112620779
232 	 1000.023148064550
233 	 1000.022222094600
234 	 1000.021333167162
235 	 1000.020479800243
236 	 1000.019660571156
237 	 1000.018874114140
238 	 1000.018119118083
239 	 1000.017394324337
240 	 1000.016698524617
241 	 1000.016030558983
242 	 1000.015389313906
